,Prompt,Answer
537,"Your current position: (2,0), you have to reach (2,1).",right
538,"Your current position: (3,3), you have to reach (1,2).",up
539,"Your current position: (2,3), you have to reach (1,2).",left
540,"Your current position: (2,2), you have to reach (1,2).",up
541,"Your current position: (0,1), you have to reach (0,2).",right
542,"Your current position: (2,3), you have to reach (1,0).",left
543,"Your current position: (2,2), you have to reach (1,0).",left
544,"Your current position: (2,1), you have to reach (1,0).",left
545,"Your current position: (2,0), you have to reach (1,0).",up
546,"Your current position: (0,0), you have to reach (3,2).",down
547,"Your current position: (1,0), you have to reach (3,2).",right
548,"Your current position: (1,1), you have to reach (3,2).",down
549,"Your current position: (2,1), you have to reach (3,2).",right
550,"Your current position: (2,2), you have to reach (3,2).",down
551,"Your current position: (0,1), you have to reach (2,2).",down
552,"Your current position: (1,1), you have to reach (2,2).",right
553,"Your current position: (1,2), you have to reach (2,2).",down
554,"Your current position: (0,1), you have to reach (1,3).",right
555,"Your current position: (0,2), you have to reach (1,3).",right
556,"Your current position: (0,3), you have to reach (1,3).",down
557,"Your current position: (0,2), you have to reach (2,3).",down
558,"Your current position: (1,2), you have to reach (2,3).",right
559,"Your current position: (1,3), you have to reach (2,3).",down
560,"Your current position: (1,3), you have to reach (2,1).",left
561,"Your current position: (1,2), you have to reach (2,1).",left
562,"Your current position: (1,1), you have to reach (2,1).",down
563,"Your current position: (1,2), you have to reach (3,0).",left
564,"Your current position: (1,1), you have to reach (3,0).",down
565,"Your current position: (2,1), you have to reach (3,0).",left
566,"Your current position: (2,0), you have to reach (3,0).",down
567,"Your current position: (0,2), you have to reach (0,1).",left
568,"Your current position: (1,1), you have to reach (3,3).",right
569,"Your current position: (1,2), you have to reach (3,3).",down
570,"Your current position: (2,2), you have to reach (3,3).",right
571,"Your current position: (2,3), you have to reach (3,3).",down
572,"Your current position: (0,1), you have to reach (0,3).",right
573,"Your current position: (0,2), you have to reach (0,3).",right
574,"Your current position: (1,0), you have to reach (0,3).",right
575,"Your current position: (1,1), you have to reach (0,3).",right
576,"Your current position: (1,2), you have to reach (0,3).",right
577,"Your current position: (1,3), you have to reach (0,3).",up
578,"Your current position: (0,2), you have to reach (1,2).",down
579,"Your current position: (2,1), you have to reach (3,1).",down
580,"Your current position: (3,3), you have to reach (0,0).",left
581,"Your current position: (3,2), you have to reach (0,0).",up
582,"Your current position: (2,2), you have to reach (0,0).",left
583,"Your current position: (2,1), you have to reach (0,0).",up
584,"Your current position: (1,1), you have to reach (0,0).",left
585,"Your current position: (1,0), you have to reach (0,0).",up
586,"Your current position: (1,3), you have to reach (3,1).",left
587,"Your current position: (1,2), you have to reach (3,1).",down
588,"Your current position: (2,2), you have to reach (3,1).",left
589,"Your current position: (2,1), you have to reach (3,1).",down
590,"Your current position: (3,2), you have to reach (2,2).",up
591,"Your current position: (2,1), you have to reach (0,3).",right
592,"Your current position: (2,2), you have to reach (0,3).",up
593,"Your current position: (1,2), you have to reach (0,3).",right
594,"Your current position: (1,3), you have to reach (0,3).",up
595,"Your current position: (0,3), you have to reach (0,0).",left
596,"Your current position: (0,2), you have to reach (0,0).",left
597,"Your current position: (0,1), you have to reach (0,0).",left
598,"Your current position: (1,3), you have to reach (0,0).",left
599,"Your current position: (1,2), you have to reach (0,0).",left
600,"Your current position: (1,1), you have to reach (0,0).",left
601,"Your current position: (1,0), you have to reach (0,0).",up
602,"Your current position: (0,2), you have to reach (1,0).",left
603,"Your current position: (0,1), you have to reach (1,0).",left
604,"Your current position: (0,0), you have to reach (1,0).",down
605,"Your current position: (1,0), you have to reach (1,3).",right
606,"Your current position: (1,1), you have to reach (1,3).",right
607,"Your current position: (1,2), you have to reach (1,3).",right
608,"Your current position: (1,0), you have to reach (0,2).",right
609,"Your current position: (1,1), you have to reach (0,2).",right
610,"Your current position: (1,2), you have to reach (0,2).",up
611,"Your current position: (0,0), you have to reach (1,1).",right
612,"Your current position: (0,1), you have to reach (1,1).",down
613,"Your current position: (0,2), you have to reach (0,0).",left
614,"Your current position: (0,1), you have to reach (0,0).",left
615,"Your current position: (3,3), you have to reach (2,1).",left
616,"Your current position: (3,2), you have to reach (2,1).",left
617,"Your current position: (3,1), you have to reach (2,1).",up
618,"Your current position: (1,1), you have to reach (2,0).",left
619,"Your current position: (1,0), you have to reach (2,0).",down
620,"Your current position: (1,2), you have to reach (0,1).",left
621,"Your current position: (1,1), you have to reach (0,1).",up
622,"Your current position: (2,2), you have to reach (2,0).",left
623,"Your current position: (2,1), you have to reach (2,0).",left
624,"Your current position: (2,3), you have to reach (0,3).",up
625,"Your current position: (1,3), you have to reach (0,3).",up
626,"Your current position: (2,1), you have to reach (0,3).",right
627,"Your current position: (2,2), you have to reach (0,3).",up
628,"Your current position: (1,2), you have to reach (0,3).",right
629,"Your current position: (1,3), you have to reach (0,3).",up
630,"Your current position: (1,0), you have to reach (2,0).",down
631,"Your current position: (0,2), you have to reach (2,3).",down
632,"Your current position: (1,2), you have to reach (2,3).",right
633,"Your current position: (1,3), you have to reach (2,3).",down
634,"Your current position: (3,1), you have to reach (0,3).",up
635,"Your current position: (2,1), you have to reach (0,3).",right
636,"Your current position: (2,2), you have to reach (0,3).",up
637,"Your current position: (1,2), you have to reach (0,3).",right
638,"Your current position: (1,3), you have to reach (0,3).",up
639,"Your current position: (0,1), you have to reach (0,2).",right
640,"Your current position: (2,3), you have to reach (3,3).",down
641,"Your current position: (2,3), you have to reach (0,0).",left
642,"Your current position: (2,2), you have to reach (0,0).",left
643,"Your current position: (2,1), you have to reach (0,0).",up
644,"Your current position: (1,1), you have to reach (0,0).",left
645,"Your current position: (1,0), you have to reach (0,0).",up
646,"Your current position: (1,3), you have to reach (3,2).",down
647,"Your current position: (2,3), you have to reach (3,2).",left
648,"Your current position: (2,2), you have to reach (3,2).",down
649,"Your current position: (2,2), you have to reach (0,0).",left
650,"Your current position: (2,1), you have to reach (0,0).",up
651,"Your current position: (1,1), you have to reach (0,0).",left
652,"Your current position: (1,0), you have to reach (0,0).",up
653,"Your current position: (0,1), you have to reach (0,3).",right
654,"Your current position: (0,2), you have to reach (0,3).",right
655,"Your current position: (3,0), you have to reach (0,2).",up
656,"Your current position: (2,0), you have to reach (0,2).",right
657,"Your current position: (2,1), you have to reach (0,2).",up
658,"Your current position: (1,1), you have to reach (0,2).",right
659,"Your current position: (1,2), you have to reach (0,2).",up
660,"Your current position: (1,0), you have to reach (1,1).",right
661,"Your current position: (3,1), you have to reach (3,3).",right
662,"Your current position: (3,2), you have to reach (3,3).",right
663,"Your current position: (0,2), you have to reach (3,2).",down
664,"Your current position: (1,2), you have to reach (3,2).",down
665,"Your current position: (2,2), you have to reach (3,2).",down
666,"Your current position: (1,0), you have to reach (0,3).",right
667,"Your current position: (1,1), you have to reach (0,3).",right
668,"Your current position: (1,2), you have to reach (0,3).",right
669,"Your current position: (1,3), you have to reach (0,3).",up
670,"Your current position: (0,2), you have to reach (0,1).",left
671,"Your current position: (0,1), you have to reach (0,0).",left
672,"Your current position: (0,2), you have to reach (3,2).",down
673,"Your current position: (1,2), you have to reach (3,2).",down
674,"Your current position: (2,2), you have to reach (3,2).",down
675,"Your current position: (0,2), you have to reach (1,1).",left
676,"Your current position: (0,1), you have to reach (1,1).",down
677,"Your current position: (0,2), you have to reach (1,2).",down
678,"Your current position: (3,1), you have to reach (3,2).",right
679,"Your current position: (2,1), you have to reach (1,2).",right
680,"Your current position: (2,2), you have to reach (1,2).",up
681,"Your current position: (1,2), you have to reach (2,1).",left
682,"Your current position: (1,1), you have to reach (2,1).",down
683,"Your current position: (2,0), you have to reach (3,3).",right
684,"Your current position: (2,1), you have to reach (3,3).",right
685,"Your current position: (2,2), you have to reach (3,3).",right
